
age: 40~50-married-university-(have) checking-unknown-inc.savings,1
age: 40~50-married-university-(have) checking-unknown-travel,5
age: 40~50-married-university-(have) checking-unknown-single child,1
age: 40~50-married-university-(have) checking-jobless,18
age: 40~50-married-university-(have) checking-part time-travel,1
age: 40~50-married-university-(have) checking-part time-buy car,1
age: 40~50-married-university-(have) checking-part time-inc.savings,3
age: 40~50-married-university-(have) checking-part time-unknown,1
age: 40~50-married-university-(have) checking-part time-travel,3
age: 40~50-married-university-(have) checking-working-travel,4
age: 40~50-married-university-(have) checking-working-buy car,8
age: 40~50-married-university-(have) checking-working-inc.savings,3
age: 40~50-married-university-(have) checking-working-travel,17
age: 40~50-married-university-(have) checking-working-single child,4
age: 40~50-married-university-(have) checking-unknown-travel,5
age: 40~50-married-university-(have) checking-unknown-buy car,2
age: 40~50-married-university-(have) checking-unknown-travel,15
age: 40~50-married-university-(have) checking-unknown-single child,7
age: 40~50-married-university-(have) debit-unknown-travel,1
age: 40~50-married-university-(have) debit-unknown-buy car,1
age: 40~50-married-university-(have) debit-unknown-travel,1
age: 40~50-married-university-(have) debit-jobless,3
age: 40~50-married-university-(have) debit-part time-unknown,1
age: 40~50-married-university-(have) debit-unknown-travel,3
age: 40~50-married-university-(have) debit-unknown-inc.savings,1
age: 40~50-married-university-(have) debit-unknown-unknown,10
age: 40~50-married-university-(have) debit-unknown-travel,6
age: 40~50-married-university-(have) debit-unknown-single child,1
age: 40~50-married-university-(have) debit-working-travel,1
age: 40~50-married-university-(have) debit-working-buy car,1
age: 40~50-married-university-(have) debit-working-inc.savings,2
age: 40~50-married-university-(have) debit-working-unknown,2
age: 40~50-married-university-(have) debit-working-travel,7
age: 40~50-married-university-(have) debit-working-single child,2
age: 40~50-married-university-(have) debit-unknown-travel,3
age: 40~50-married-university-(have) debit-unknown-single child,1
age: 40~50-married-university-(have) mortgage-unknown-travel,176
age: 40~50-married-university-(have) mortgage-unknown-buy car,49
age: 40~50-married-university-(have) mortgage-unknown-inc.savings,13
age: 40~50-married-university-(have) mortgage-unknown-unknown,19
age: 40~50-married-university-(have) mortgage-unknown-travel,174
age: 40~50-married-university-(have) mortgage-unknown-single child,108
age: 40~50-married-university-(have) mortgage-jobless,1658
age: 40~50-married-university-(have) mortgage-part time-travel,10
age: 40~50-married-university-(have) mortgage-part time-buy car,27
age: 40~50-married-university-(have) mortgage-part time-inc.savings,19
age: 40~50-married-university-(have) mortgage-part time-unknown,3
age: 40~50-married-university-(have) mortgage-part time-travel,45
age: 40~50-married-university-(have) mortgage-part time-single child,46
age: 40~50-married-university-(have) mortgage-unknown-travel,6
age: 40~50-married-university-(have) mortgage-unknown-buy car,6
age: 40~50-married-university-(have) mortgage-unknown-inc.savings,1
age: 40~50-married-university-(have) mortgage-unknown-unknown,16
age: 40~50-married-university-(have) mortgage-unknown-travel,17
age: 40~50-married-university-(have) mortgage-working-travel,213
age: 40~50-married-university-(have) mortgage-working-buy car,652
age: 40~50-married-university-(have) mortgage-working-inc.savings,66
age: 40~50-married-university-(have) mortgage-working-unknown,24
age: 40~50-married-university-(have) mortgage-working-travel,1627
age: 40~50-married-university-(have) mortgage-working-single child,502
age: 40~50-married-university-(have) mortgage-unknown-travel,55
age: 40~50-married-university-(have) mortgage-unknown-buy car,66
age: 40~50-married-university-(have) mortgage-unknown-inc.savings,8
age: 40~50-married-university-(have) mortgage-unknown-unknown,3
age: 40~50-married-university-(have) mortgage-unknown-travel,857
age: 40~50-married-university-(have) mortgage-unknown-single child,288
age: 40~50-married-university-(have) credit card-unknown-travel,137
age: 40~50-married-university-(have) credit card-unknown-buy car,24
age: 40~50-married-university-(have) credit card-unknown-inc.savings,5
age: 40~50-married-university-(have) credit card-unknown-unknown,6
age: 40~50-married-university-(have) credit card-unknown-travel,79
age: 40~50-married-university-(have) credit card-unknown-single child,31
age: 40~50-married-university-(have) credit card-jobless,236
age: 40~50-married-university-(have) credit card-part time-travel,3
age: 40~50-married-university-(have) credit card-part time-buy car,6
age: 40~50-married-university-(have) credit card-part time-inc.savings,3
age: 40~50-married-university-(have) credit card-part time-travel,6
age: 40~50-married-university-(have) credit card-part time-single child,7
age: 40~50-married-university-(have) credit card-unknown-travel,1
age: 40~50-married-university-(have) credit card-unknown-buy car,1
age: 40~50-married-university-(have) credit card-unknown-unknown,3
age: 40~50-married-university-(have) credit card-unknown-travel,3
age: 40~50-married-university-(have) credit card-unknown-single child,2
age: 40~50-married-university-(have) credit card-working-travel,123
age: 40~50-married-university-(have) credit card-working-buy car,325
age: 40~50-married-university-(have) credit card-working-inc.savings,31
age: 40~50-married-university-(have) credit card-working-unknown,8
age: 40~50-married-university-(have) credit card-working-travel,656
age: 40~50-married-university-(have) credit card-working-single child,305
age: 40~50-married-university-(have) credit card-unknown-travel,100
age: 40~50-married-university-(have) credit card-unknown-buy car,90
age: 40~50-married-university-(have) credit card-unknown-inc.savings,6
age: 40~50-married-university-(have) credit card-unknown-unknown,7
age: 40~50-married-university-(have) credit card-unknown-travel,437
age: 40~50-married-university-(have) credit card-unknown-single child,422
age: millenial-unknown_m2-unknown-(have) money market-unknown-travel,24329
age: millenial-unknown_m2-unknown-(have) money market-unknown-buy car,4114
age: millenial-unknown_m2-unknown-(have) money market-unknown-inc.savings,3220
age: millenial-unknown_m2-unknown-(have) money market-unknown-unknown,2251
age: millenial-unknown_m2-unknown-(have) money market-unknown-travel,13362
age: millenial-unknown_m2-unknown-(have) money market-unknown-single child,1508
age: millenial-unknown_m2-unknown-(have) money market-jobless,9126
age: millenial-unknown_m2-unknown-(have) money market-part time-travel,2002
age: millenial-unknown_m2-unknown-(have) money market-part time-buy car,1384
age: millenial-unknown_m2-unknown-(have) money market-part time-inc.savings,822
age: millenial-unknown_m2-unknown-(have) money market-part time-unknown,300
age: millenial-unknown_m2-unknown-(have) money market-part time-travel,2438
age: millenial-unknown_m2-unknown-(have) money market-part time-single child,961
age: millenial-unknown_m2-unknown-(have) money market-unknown-travel,854
age: millenial-unknown_m2-unknown-(have) money market-unknown-buy car,589
age: millenial-unknown_m2-unknown-(have) money market-unknown-inc.savings,368
age: millenial-unknown_m2-unknown-(have) money market-unknown-unknown,2101
age: millenial-unknown_m2-unknown-(have) money market-unknown-travel,6649
age: millenial-unknown_m2-unknown-(have) money market-unknown-single child,119
age: millenial-unknown_m2-unknown-(have) money market-working-travel,6256
age: millenial-unknown_m2-unknown-(have) money market-working-buy car,7445
age: millenial-unknown_m2-unknown-(have) money market-working-inc.savings,3239
age: millenial-unknown_m2-unknown-(have) money market-working-unknown,753
age: millenial-unknown_m2-unknown-(have) money market-working-travel,15393
age: millenial-unknown_m2-unknown-(have) money market-working-single child,1474
age: millenial-unknown_m2-unknown-(have) money market-unknown-travel,1051
age: millenial-unknown_m2-unknown-(have) money market-unknown-buy car,82
age: millenial-unknown_m2-unknown-(have) money market-unknown-inc.savings,39
age: millenial-unknown_m2-unknown-(have) money market-unknown-unknown,15
age: millenial-unknown_m2-unknown-(have) money market-unknown-travel,1431
age: millenial-unknown_m2-unknown-(have) money market-unknown-single child,575
age: millenial-unknown_m2-unknown-(have) savings,32747
age: millenial-unknown_m2-unknown-(have) checking-unknown-travel,3264
age: millenial-unknown_m2-unknown-(have) checking-unknown-buy car,396
age: millenial-unknown_m2-unknown-(have) checking-unknown-inc.savings,592
age: millenial-unknown_m2-unknown-(have) checking-unknown-unknown,176
age: millenial-unknown_m2-unknown-(have) checking-unknown-travel,1154
age: millenial-unknown_m2-unknown-(have) checking-unknown-single child,141
age: millenial-unknown_m2-unknown-(have) checking-jobless,4746
age: millenial-unknown_m2-unknown-(have) checking-part time-travel,483
age: millenial-unknown_m2-unknown-(have) checking-part time-buy car,492
age: millenial-unknown_m2-unknown-(have) checking-part time-inc.savings,431
age: millenial-unknown_m2-unknown-(have) checking-part time-unknown,155
age: millenial-unknown_m2-unknown-(have) checking-part time-travel,595
age: millenial-unknown_m2-unknown-(have) checking-part time-single child,306
age: millenial-unknown_m2-unknown-(have) checking-unknown-travel,95
age: millenial-unknown_m2-unknown-(have) checking-unknown-buy car,62
age: millenial-unknown_m2-unknown-(have) checking-unknown-inc.savings,111
age: millenial-unknown_m2-unknown-(have) checking-unknown-unknown,334
age: millenial-unknown_m2-unknown-(have) checking-unknown-travel,230
age: millenial-unknown_m2-unknown-(have) checking-unknown-single child,24
age: millenial-unknown_m2-unknown-(have) checking-working-travel,1116
age: millenial-unknown_m2-unknown-(have) checking-working-buy car,1831
age: millenial-unknown_m2-unknown-(have) checking-working-inc.savings,1881
age: millenial-unknown_m2-unknown-(have) checking-working-unknown,118
age: millenial-unknown_m2-unknown-(have) checking-working-travel,2953
age: millenial-unknown_m2-unknown-(have) checking-working-single child,454
age: millenial-unknown_m2-unknown-(have) checking-unknown-travel,730
age: millenial-unknown_m2-unknown-(have) checking-unknown-buy car,106
age: millenial-unknown_m2-unknown-(have) checking-unknown-inc.savings,79
age: millenial-unknown_m2-unknown-(have) checking-unknown-unknown,10
age: millenial-unknown_m2-unknown-(have) checking-unknown-travel,1842
age: millenial-unknown_m2-unknown-(have) checking-unknown-single child,577
age: millenial-unknown_m2-unknown-(have) debit-unknown-travel,721
age: millenial-unknown_m2-unknown-(have) debit-unknown-buy car,152
age: millenial-unknown_m2-unknown-(have) debit-unknown-inc.savings,98
age: millenial-unknown_m2-unknown-(have) debit-unknown-unknown,258
age: millenial-unknown_m2-unknown-(have) debit-unknown-travel,280
age: millenial-unknown_m2-unknown-(have) debit-unknown-single child,43
age: millenial-unknown_m2-unknown-(have) debit-jobless,1191
age: millenial-unknown_m2-unknown-(have) debit-part time-travel,175
age: millenial-unknown_m2-unknown-(have) debit-part time-buy car,173
age: millenial-unknown_m2-unknown-(have) debit-part time-inc.savings,91
age: millenial-unknown_m2-unknown-(have) debit-part time-unknown,69
age: millenial-unknown_m2-unknown-(have) debit-part time-travel,242
age: millenial-unknown_m2-unknown-(have) debit-part time-single child,111
age: millenial-unknown_m2-unknown-(have) debit-unknown-travel,670
age: millenial-unknown_m2-unknown-(have) debit-unknown-buy car,725
age: millenial-unknown_m2-unknown-(have) debit-unknown-inc.savings,486
age: millenial-unknown_m2-unknown-(have) debit-unknown-unknown,2082
age: millenial-unknown_m2-unknown-(have) debit-unknown-travel,1546
age: millenial-unknown_m2-unknown-(have) debit-unknown-single child,137
age: millenial-unknown_m2-unknown-(have) debit-working-travel,478
age: millenial-unknown_m2-unknown-(have) debit-working-buy car,2459
age: millenial-unknown_m2-unknown-(have) debit-working-inc.savings,547
age: millenial-unknown_m2-unknown-(have) debit-working-unknown,413
age: millenial-unknown_m2-unknown-(have) debit-working-travel,4145
age: millenial-unknown_m2-unknown-(have) debit-working-single child,218
age: millenial-unknown_m2-unknown-(have) debit-unknown-travel,70
age: millenial-unknown_m2-unknown-(have) debit-unknown-buy car,8
age: millenial-unknown_m2-unknown-(have) debit-unknown-inc.savings,6
age: millenial-unknown_m2-unknown-(have) debit-unknown-unknown,2
age: millenial-unknown_m2-unknown-(have) debit-unknown-travel,167
age: millenial-unknown_m2-unknown-(have) debit-unknown-single child,48
age: millenial-unknown_m2-unknown-(have) mortgage-unknown-travel,13660
age: millenial-unknown_m2-unknown-(have) mortgage-unknown-buy car,1799
age: millenial-unknown_m2-unknown-(have) mortgage-unknown-inc.savings,1156
age: millenial-unknown_m2-unknown-(have) mortgage-unknown-unknown,714
age: millenial-unknown_m2-unknown-(have) mortgage-unknown-travel,9298
age: millenial-unknown_m2-unknown-(have) mortgage-unknown-single child,555
age: millenial-unknown_m2-unknown-(have) mortgage-jobless,40038
age: millenial-unknown_m2-unknown-(have) mortgage-part time-travel,3705
age: millenial-unknown_m2-unknown-(have) mortgage-part time-buy car,3535
age: millenial-unknown_m2-unknown-(have) mortgage-part time-inc.savings,1452
age: millenial-unknown_m2-unknown-(have) mortgage-part time-unknown,514
age: millenial-unknown_m2-unknown-(have) mortgage-part time-travel,7051
age: millenial-unknown_m2-unknown-(have) mortgage-part time-single child,2676
age: millenial-unknown_m2-unknown-(have) mortgage-unknown-travel,289
age: millenial-unknown_m2-unknown-(have) mortgage-unknown-buy car,235
age: millenial-unknown_m2-unknown-(have) mortgage-unknown-inc.savings,178
age: millenial-unknown_m2-unknown-(have) mortgage-unknown-unknown,1126
age: millenial-unknown_m2-unknown-(have) mortgage-unknown-travel,827
age: millenial-unknown_m2-unknown-(have) mortgage-unknown-single child,57
age: millenial-unknown_m2-unknown-(have) mortgage-working-travel,7101
age: millenial-unknown_m2-unknown-(have) mortgage-working-buy car,14563
age: millenial-unknown_m2-unknown-(have) mortgage-working-inc.savings,6056
age: millenial-unknown_m2-unknown-(have) mortgage-working-unknown,615
age: millenial-unknown_m2-unknown-(have) mortgage-working-travel,36422
age: millenial-unknown_m2-unknown-(have) mortgage-working-single child,3026
age: millenial-unknown_m2-unknown-(have) mortgage-unknown-travel,1859
age: millenial-unknown_m2-unknown-(have) mortgage-unknown-buy car,202
age: millenial-unknown_m2-unknown-(have) mortgage-unknown-inc.savings,98
age: millenial-unknown_m2-unknown-(have) mortgage-unknown-unknown,21
age: millenial-unknown_m2-unknown-(have) mortgage-unknown-travel,4396
age: millenial-unknown_m2-unknown-(have) mortgage-unknown-single child,1126
age: millenial-unknown_m2-unknown-(have) credit card-unknown-travel,2518
age: millenial-unknown_m2-unknown-(have) credit card-unknown-buy car,214
age: millenial-unknown_m2-unknown-(have) credit card-unknown-inc.savings,143
age: millenial-unknown_m2-unknown-(have) credit card-unknown-unknown,58
age: millenial-unknown_m2-unknown-(have) credit card-unknown-travel,959
age: millenial-unknown_m2-unknown-(have) credit card-unknown-single child,281
age: millenial-unknown_m2-unknown-(have) credit card-jobless,337
age: millenial-unknown_m2-unknown-(have) credit card-part time-travel,30
age: millenial-unknown_m2-unknown-(have) credit card-part time-buy car,30
age: millenial-unknown_m2-unknown-(have) credit card-part time-inc.savings,18
age: millenial-unknown_m2-unknown-(have) credit card-part time-unknown,3
age: millenial-unknown_m2-unknown-(have) credit card-part time-travel,41
age: millenial-unknown_m2-unknown-(have) credit card-part time-single child,47
age: millenial-unknown_m2-unknown-(have) credit card-unknown-travel,5
age: millenial-unknown_m2-unknown-(have) credit card-unknown-buy car,1
age: millenial-unknown_m2-unknown-(have) credit card-unknown-inc.savings,4
age: millenial-unknown_m2-unknown-(have) credit card-unknown-unknown,8
age: millenial-unknown_m2-unknown-(have) credit card-unknown-travel,15
age: millenial-unknown_m2-unknown-(have) credit card-unknown-single child,3
age: millenial-unknown_m2-unknown-(have) credit card-working-travel,488
age: millenial-unknown_m2-unknown-(have) credit card-working-buy car,1253
age: millenial-unknown_m2-unknown-(have) credit card-working-inc.savings,373
age: millenial-unknown_m2-unknown-(have) credit card-working-unknown,55
age: millenial-unknown_m2-unknown-(have) credit card-working-travel,2645
age: millenial-unknown_m2-unknown-(have) credit card-working-single child,995
age: millenial-unknown_m2-unknown-(have) credit card-unknown-travel,372
age: millenial-unknown_m2-unknown-(have) credit card-unknown-buy car,72
age: millenial-unknown_m2-unknown-(have) credit card-unknown-inc.savings,44
age: millenial-unknown_m2-unknown-(have) credit card-unknown-unknown,16
age: millenial-unknown_m2-unknown-(have) credit card-unknown-travel,962
age: millenial-unknown_m2-unknown-(have) credit card-unknown-single child,481
age: millenial-unknown_m2-prof course,98184
age: millenial-unknown_m2-basic 9y-(have) money market-unknown-travel,1648
age: millenial-unknown_m2-basic 9y-(have) money market-unknown-buy car,417
age: millenial-unknown_m2-basic 9y-(have) money market-unknown-inc.savings,611
age: millenial-unknown_m2-basic 9y-(have) money market-unknown-unknown,175
age: millenial-unknown_m2-basic 9y-(have) money market-unknown-travel,1489
age: millenial-unknown_m2-basic 9y-(have) money market-unknown-single child,141
age: millenial-unknown_m2-basic 9y-(have) money market-jobless,1606
age: millenial-unknown_m2-basic 9y-(have) money market-part time-travel,1016
age: millenial-unknown_m2-basic 9y-(have) money market-part time-buy car,443
age: millenial-unknown_m2-basic 9y-(have) money market-part time-inc.savings,317
age: millenial-unknown_m2-basic 9y-(have) money market-part time-unknown,80
age: millenial-unknown_m2-basic 9y-(have) money market-part time-travel,894
age: millenial-unknown_m2-basic 9y-(have) money market-part time-single child,287
age: millenial-unknown_m2-basic 9y-(have) money market-unknown-travel,51
age: millenial-unknown_m2-basic 9y-(have) money market-unknown-buy car,33
age: millenial-unknown_m2-basic 9y-(have) money market-unknown-inc.savings,47
age: millenial-unknown_m2-basic 9y-(have) money market-unknown-unknown,233
age: millenial-unknown_m2-basic 9y-(have) money market-unknown-travel,219
age: millenial-unknown_m2-basic 9y-(have) money market-unknown-single child,11
age: millenial-unknown_m2-basic 9y-(have) money market-working-travel,743
age: millenial-unknown_m2-basic 9y-(have) money market-working-buy car,970
age: millenial-unknown_m2-basic 9y-(have) money market-working-inc.savings,721
age: millenial-unknown_m2-basic 9y-(have) money market-working-unknown,62
age: millenial-unknown_m2-basic 9y-(have) money market-working-travel,1765
age: millenial-unknown_m2-basic 9y-(have) money market-working-single child,171
age: millenial-unknown_m2-basic 9y-(have) money market-unknown-travel,149
age: millenial-unknown_m2-basic 9y-(have) money market-unknown-buy car,10
age: millenial-unknown_m2-basic 9y-(have) money market-unknown-inc.savings,10
age: millenial-unknown_m2-basic 9y-(have) money market-unknown-unknown,3
age: millenial-unknown_m2-basic 9y-(have) money market-unknown-travel,202
age: millenial-unknown_m2-basic 9y-(have) money market-unknown-single child,77
age: millenial-unknown_m2-basic 9y-(have) savings,13617
age: millenial-unknown_m2-basic 9y-(have) checking-unknown-travel,481
age: millenial-unknown_m2-basic 9y-(have) checking-unknown-buy car,133
age: millenial-unknown_m2-basic 9y-(have) checking-unknown-inc.savings,272
age: millenial-unknown_m2-basic 9y-(have) checking-unknown-unknown,91
age: millenial-unknown_m2-basic 9y-(have) checking-unknown-travel,336
age: millenial-unknown_m2-basic 9y-(have) checking-unknown-single child,52
age: millenial-unknown_m2-basic 9y-(have) checking-jobless,1451
age: millenial-unknown_m2-basic 9y-(have) checking-part time-travel,201
age: millenial-unknown_m2-basic 9y-(have) checking-part time-buy car,253
age: millenial-unknown_m2-basic 9y-(have) checking-part time-inc.savings,387
age: millenial-unknown_m2-basic 9y-(have) checking-part time-unknown,56
age: millenial-unknown_m2-basic 9y-(have) checking-part time-travel,342
age: millenial-unknown_m2-basic 9y-(have) checking-part time-single child,159
age: millenial-unknown_m2-basic 9y-(have) checking-unknown-travel,58
age: millenial-unknown_m2-basic 9y-(have) checking-unknown-buy car,18
age: millenial-unknown_m2-basic 9y-(have) checking-unknown-inc.savings,38
age: millenial-unknown_m2-basic 9y-(have) checking-unknown-unknown,169
age: millenial-unknown_m2-basic 9y-(have) checking-unknown-travel,98
age: millenial-unknown_m2-basic 9y-(have) checking-unknown-single child,8
age: millenial-unknown_m2-basic 9y-(have) checking-working-travel,196
age: millenial-unknown_m2-basic 9y-(have) checking-working-buy car,422
age: millenial-unknown_m2-basic 9y-(have) checking-working-inc.savings,551
age: millenial-unknown_m2-basic 9y-(have) checking-working-unknown,28
age: millenial-unknown_m2-basic 9y-(have) checking-working-travel,771
age: millenial-unknown_m2-basic 9y-(have) checking-working-single child,100
age: millenial-unknown_m2-basic 9y-(have) checking-unknown-travel,171
age: millenial-unknown_m2-basic 9y-(have) checking-unknown-buy car,32
age: millenial-unknown_m2-basic 9y-(have) checking-unknown-inc.savings,39
age: millenial-unknown_m2-basic 9y-(have) checking-unknown-unknown,1
age: millenial-unknown_m2-basic 9y-(have) checking-unknown-travel,575
age: millenial-unknown_m2-basic 9y-(have) checking-unknown-single child,154
age: millenial-unknown_m2-basic 9y-(have) debit-unknown-travel,89
age: millenial-unknown_m2-basic 9y-(have) debit-unknown-buy car,24
age: millenial-unknown_m2-basic 9y-(have) debit-unknown-inc.savings,43
age: millenial-unknown_m2-basic 9y-(have) debit-unknown-unknown,27
age: millenial-unknown_m2-basic 9y-(have) debit-unknown-travel,50
age: millenial-unknown_m2-basic 9y-(have) debit-unknown-single child,4
age: millenial-unknown_m2-basic 9y-(have) debit-jobless,141
age: millenial-unknown_m2-basic 9y-(have) debit-part time-travel,40
age: millenial-unknown_m2-basic 9y-(have) debit-part time-buy car,64
age: millenial-unknown_m2-basic 9y-(have) debit-part time-inc.savings,41
age: millenial-unknown_m2-basic 9y-(have) debit-part time-unknown,27
age: millenial-unknown_m2-basic 9y-(have) debit-part time-travel,88
age: millenial-unknown_m2-basic 9y-(have) debit-part time-single child,21
age: millenial-unknown_m2-basic 9y-(have) debit-unknown-travel,110
age: millenial-unknown_m2-basic 9y-(have) debit-unknown-buy car,133
age: millenial-unknown_m2-basic 9y-(have) debit-unknown-inc.savings,162
age: millenial-unknown_m2-basic 9y-(have) debit-unknown-unknown,325
age: millenial-unknown_m2-basic 9y-(have) debit-unknown-travel,244
age: millenial-unknown_m2-basic 9y-(have) debit-unknown-single child,14
age: millenial-unknown_m2-basic 9y-(have) debit-working-travel,68
age: millenial-unknown_m2-basic 9y-(have) debit-working-buy car,138
age: millenial-unknown_m2-basic 9y-(have) debit-working-inc.savings,71
age: millenial-unknown_m2-basic 9y-(have) debit-working-unknown,46
age: millenial-unknown_m2-basic 9y-(have) debit-working-travel,302
age: millenial-unknown_m2-basic 9y-(have) debit-working-single child,40
age: millenial-unknown_m2-basic 9y-(have) debit-unknown-travel,9
age: millenial-unknown_m2-basic 9y-(have) debit-unknown-travel,34
age: millenial-unknown_m2-basic 9y-(have) debit-unknown-single child,8
age: millenial-unknown_m2-basic 9y-(have) mortgage-unknown-travel,912
age: millenial-unknown_m2-basic 9y-(have) mortgage-unknown-buy car,296
age: millenial-unknown_m2-basic 9y-(have) mortgage-unknown-inc.savings,378
age: millenial-unknown_m2-basic 9y-(have) mortgage-unknown-unknown,92
age: millenial-unknown_m2-basic 9y-(have) mortgage-unknown-travel,968
age: millenial-unknown_m2-basic 9y-(have) mortgage-unknown-single child,64
age: millenial-unknown_m2-basic 9y-(have) mortgage-jobless,5950
age: millenial-unknown_m2-basic 9y-(have) mortgage-part time-travel,829
age: millenial-unknown_m2-basic 9y-(have) mortgage-part time-buy car,1267
age: millenial-unknown_m2-basic 9y-(have) mortgage-part time-inc.savings,533
age: millenial-unknown_m2-basic 9y-(have) mortgage-part time-unknown,126
age: millenial-unknown_m2-basic 9y-(have) mortgage-part time-travel,3171
age: millenial-unknown_m2-basic 9y-(have) mortgage-part time-single child,526
age: millenial-unknown_m2-basic 9y-(have) mortgage-unknown-travel,23
age: millenial-unknown_m2-basic 9y-(have) mortgage-unknown-buy car,24
age: millenial-unknown_m2-basic 9y-(have) mortgage-unknown-inc.savings,29
age: millenial-unknown_m2-basic 9y-(have) mortgage-unknown-unknown,74
age: millenial-unknown_m2-basic 9y-(have) mortgage-unknown-travel,97
age: millenial-unknown_m2-basic 9y-(have) mortgage-unknown-single child,8
age: millenial-unknown_m2-basic 9y-(have) mortgage-working-travel,747
age: millenial-unknown_m2-basic 9y-(have) mortgage-working-buy car,2059
age: millenial-unknown_m2-basic 9y-(have) mortgage-working-inc.savings,1566
age: millenial-unknown_m2-basic 9y-(have) mortgage-working-unknown,67
age: millenial-unknown_m2-basic 9y-(have) mortgage-working-travel,4670
age: millenial-unknown_m2-basic 9y-(have) mortgage-working-single child,546
age: millenial-unknown_m2-basic 9y-(have) mortgage-unknown-travel,196
age: millenial-unknown_m2-basic 9y-(have) mortgage-unknown-buy car,28
age: millenial-unknown_m2-basic 9y-(have) mortgage-unknown-inc.savings,31
age: millenial-unknown_m2-basic 9y-(have) mortgage-unknown-unknown,2
age: millenial-unknown_m2-basic 9y-(have) mortgage-unknown-travel,812
age: millenial-unknown_m2-basic 9y-(have) mortgage-unknown-single child,193
age: millenial-unknown_m2-basic 9y-(have) credit card-unknown-travel,734
age: millenial-unknown_m2-basic 9y-(have) credit card-unknown-buy car,155
age: millenial-unknown_m2-basic 9y-(have) credit card-unknown-inc.savings,170
age: millenial-unknown_m2-basic 9y-(have) credit card-unknown-unknown,48
age: millenial-unknown_m2-basic 9y-(have) credit card-unknown-travel,637
age: millenial-unknown_m2-basic 9y-(have) credit card-unknown-single child,116
age: millenial-unknown_m2-basic 9y-(have) credit card-jobless,308
age: millenial-unknown_m2-basic 9y-(have) credit card-part time-travel,38
age: millenial-unknown_m2-basic 9y-(have) credit card-part time-buy car,30
age: millenial-unknown_m2-basic 9y-(have) credit card-part time-inc.savings,28
age: millenial-unknown_m2-basic 9y-(have) credit card-part time-unknown,4
age: millenial-unknown_m2-basic 9y-(have) credit card-part time-travel,62
age: millenial-unknown_m2-basic 9y-(have) credit card-part time-single child,72
age: millenial-unknown_m2-basic 9y-(have) credit card-unknown-travel,2
age: millenial-unknown_m2-basic 9y-(have) credit card-unknown-buy car,3
age: millenial-unknown_m2-basic 9y-(have) credit card-unknown-inc.savings,3
age: millenial-unknown_m2-basic 9y-(have) credit card-unknown-unknown,8
age: millenial-unknown_m2-basic 9y-(have) credit card-unknown-travel,13
age: millenial-unknown_m2-basic 9y-(have) credit card-unknown-single child,4
age: millenial-unknown_m2-basic 9y-(have) credit card-working-travel,344
age: millenial-unknown_m2-basic 9y-(have) credit card-working-buy car,1421
age: millenial-unknown_m2-basic 9y-(have) credit card-working-inc.savings,541
age: millenial-unknown_m2-basic 9y-(have) credit card-working-unknown,37
age: millenial-unknown_m2-basic 9y-(have) credit card-working-travel,2944
age: millenial-unknown_m2-basic 9y-(have) credit card-working-single child,1063
age: millenial-unknown_m2-basic 9y-(have) credit card-unknown-travel,167
age: millenial-unknown_m2-basic 9y-(have) credit card-unknown-buy car,70
age: millenial-unknown_m2-basic 9y-(have) credit card-unknown-inc.savings,57
age: millenial-unknown_m2-basic 9y-(have) credit card-unknown-unknown,7
age: millenial-unknown_m2-basic 9y-(have) credit card-unknown-travel,1072
age: millenial-unknown_m2-basic 9y-(have) credit card-unknown-single child,430
age: millenial-unknown_m2-unknown-(have) money market-unknown-travel,770
age: millenial-unknown_m2-unknown-(have) money market-unknown-buy car,180
age: millenial-unknown_m2-unknown-(have) money market-unknown-inc.savings,164
age: millenial-unknown_m2-unknown-(have) money market-unknown-unknown,169
age: millenial-unknown_m2-unknown-(have) money market-unknown-travel,493
age: millenial-unknown_m2-unknown-(have) money market-unknown-single child,51
age: millenial-unknown_m2-unknown-(have) money market-jobless,542
age: millenial-unknown_m2-unknown-(have) money market-part time-travel,96
age: millenial-unknown_m2-unknown-(have) money market-part time-buy car,55
age: millenial-unknown_m2-unknown-(have) money market-part time-inc.savings,54
age: millenial-unknown_m2-unknown-(have) money market-part time-unknown,18
age: millenial-unknown_m2-unknown-(have) money market-part time-travel,153
age: millenial-unknown_m2-unknown-(have) money market-part time-single child,37
age: millenial-unknown_m2-unknown-(have) money market-unknown-travel,158
age: millenial-unknown_m2-unknown-(have) money market-unknown-buy car,59
age: millenial-unknown_m2-unknown-(have) money market-unknown-inc.savings,62
age: millenial-unknown_m2-unknown-(have) money market-unknown-unknown,211
age: millenial-unknown_m2-unknown-(have) money market-unknown-travel,253
age: millenial-unknown_m2-unknown-(have) money market-unknown-single child,23
age: millenial-unknown_m2-unknown-(have) money market-working-travel,276
age: millenial-unknown_m2-unknown-(have) money market-working-buy car,273
age: millenial-unknown_m2-unknown-(have) money market-working-inc.savings,130
age: millenial-unknown_m2-unknown-(have) money market-working-unknown,49
age: millenial-unknown_m2-unknown-(have) money market-working-travel,479
age: millenial-unknown_m2-unknown-(have) money market-working-single child,44
age: millenial-unknown_m2-unknown-(have) money market-unknown-travel,56
age: millenial-unknown_m2-unknown-(have) money market-unknown-buy car,3
age: millenial-unknown_m2-unknown-(have) money market-unknown-inc.savings,4
age: millenial-unknown_m2-unknown-(have) money market-unknown-travel,71
